Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,Unknown,Possibly,Yes,0,Unknown,Unknown,Not eligible for coverage / NA,1,Yes,"Yes, I observed",Unknown,26-100,Not open at all,Somewhat difficult,Often,Often,0,I don't know,Unknown,United States of America,24.0,Maybe,Maybe,Unknown,2019
0,Unknown,Yes,Yes,0,Yes,Unknown,Yes,1,Yes,Maybe/Not sure,Unknown,More than 1000,Very open,Somewhat difficult,Rarely,Often,0,Yes,Unknown,United States of America,38.0,Maybe,Maybe,Unknown,2019
0,Some did,Yes,Yes,1,Yes,Some did,Yes,1,No,No,Some did,6-25,Very open,Very easy,Rarely,Not applicable to me,1,I don't know,I was aware of some,Canada,42.0,No,Yes,Some of my previous supervisors,2019
0,None did,No,No,1,No,None did,No,0,Possibly,Maybe/Not sure,"No, none did",100-500,Not open at all,Very easy,Not applicable to me,Not applicable to me,1,I don't know,N/A (none offered),Greece,39.0,Maybe,No,Some of my previous supervisors,2019
0,Some did,Possibly,I don't know,1,No,Some did,I don't know,1,Yes,No,I don't know,More than 1000,Not open at all,I don't know,Rarely,Sometimes,1,Yes,I was aware of some,United States of America,42.0,Maybe,No,"No, none of my previous supervisors",2019
0,Some did,Yes,Yes,1,Yes,None did,Yes,1,Yes,"Yes, I experienced","Yes, they all did",More than 1000,Very open,Very easy,Rarely,Often,0,Yes,"Yes, I was aware of all of them",United States of America,47.0,Maybe,Maybe,"Yes, all of my previous supervisors",2019
0,None did,No,No,1,Yes,None did,Yes,0,No,No,Some did,More than 1000,Not open at all,I don't know,Not applicable to me,Sometimes,1,Yes,"No, I only became aware later",Poland,29.0,No,Yes,Some of my previous supervisors,2019
0,Unknown,No,Yes,0,Yes,Unknown,Yes,0,No,No,Unknown,More than 1000,Somewhat not open,Somewhat easy,Not applicable to me,Not applicable to me,1,I don't know,Unknown,United States of America,55.0,Yes,No,Unknown,2019
0,None did,Yes,Yes,1,No,None did,I don't know,1,Yes,"Yes, I experienced","No, none did",500-1000,Very open,Very easy,Rarely,Often,1,I don't know,N/A (none offered),United States of America,34.0,Maybe,Maybe,I don't know,2019
0,I don't know,No,No,1,Yes,Some did,Yes,1,Possibly,Maybe/Not sure,Some did,More than 1000,Not open at all,Somewhat easy,Sometimes,Sometimes,1,Yes,I was aware of some,Japan,45.0,Yes,Yes,"Yes, all of my previous supervisors",2019
0,None did,No,Yes,1,Unknown,None did,I don't know,0,Possibly,No,I don't know,More than 1000,Not open at all,Neither easy nor difficult,Not applicable to me,Not applicable to me,0,Yes,"No, I only became aware later",United Kingdom,46.0,Yes,No,"No, none of my previous supervisors",2019
0,Unknown,Possibly,I don't know,0,No,Unknown,Yes,0,Possibly,No,Unknown,More than 1000,Neutral,Somewhat difficult,Sometimes,Often,0,I don't know,Unknown,India,23.0,Yes,Yes,Unknown,2019
0,Unknown,Possibly,Yes,0,No,Unknown,No,1,Possibly,No,Unknown,100-500,Very open,Somewhat difficult,Often,Often,0,No,Unknown,United States of America,22.0,No,No,Unknown,2019
0,None did,Yes,Yes,1,Unknown,None did,No,1,Yes,Maybe/Not sure,"No, none did",26-100,Neutral,Neither easy nor difficult,Sometimes,Often,1,I don't know,N/A (none offered),New Zealand,30.0,Yes,Maybe,"No, none of my previous supervisors",2019
1,None did,Yes,I don't know,1,Unknown,None did,Unknown,1,Yes,"Yes, I experienced",I don't know,Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,"No, I only became aware later",United States of America,27.0,No,Unknown,"Yes, all of my previous supervisors",2019
0,None did,Yes,Yes,1,No,Some did,Yes,1,Yes,Maybe/Not sure,Some did,100-500,Very open,Somewhat difficult,Often,Often,1,I don't know,I was aware of some,United States of America,42.0,Maybe,No,"No, none of my previous supervisors",2019
0,Unknown,No,Yes,0,No,Unknown,Yes,1,Yes,"Yes, I observed",Unknown,26-100,Very open,Very easy,Sometimes,Often,1,Yes,Unknown,Brazil,26.0,Yes,Yes,Unknown,2019
0,Unknown,No,No,0,No,Unknown,No,0,No,No,Unknown,6-25,Neutral,Very easy,Not applicable to me,Often,1,I don't know,Unknown,United States of America,31.0,No,No,Unknown,2019
0,I don't know,Possibly,No,1,No,None did,I don't know,0,No,"Yes, I observed","No, none did",More than 1000,Very open,Somewhat difficult,Sometimes,Sometimes,0,I don't know,N/A (none offered),India,27.0,Maybe,No,"No, none of my previous supervisors",2019
1,None did,No,No,1,Unknown,None did,Unknown,0,No,"Yes, I observed","No, none did",Unknown,Not open at all,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,N/A (none offered),United States of America,48.0,Maybe,Unknown,"No, none of my previous supervisors",2019
0,None did,Possibly,No,1,No,None did,No,0,No,Maybe/Not sure,"No, none did",More than 1000,Not open at all,Difficult,Often,Often,1,Yes,N/A (was not aware),India,30.0,No,Maybe,I don't know,2019
0,Some did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,Maybe/Not sure,"No, none did",More than 1000,Very open,Somewhat difficult,Sometimes,Often,1,Yes,N/A (none offered),United States of America,24.0,Maybe,No,Some of my previous supervisors,2019
1,,Don't Know,Yes,1,,,,0,Don't Know,Maybe/Not sure,I don't know,,5,,Not applicable to me,Sometimes,,,N/A (none offered),United States of America,45.0,Maybe,,"No, none of my previous supervisors",2020
1,,Yes,Yes,1,,,,1,Yes,"Yes, I observed","Yes, they all did",,10,,Never,Never,,,"Yes, I was aware of all of them",Russia,24.0,Yes,,"Yes, all of my previous supervisors",2020
1,,Yes,Yes,0,,,,0,,"Yes, I experienced",,,5,,Often,Often,,,,India,46.0,Maybe,,,2020
1,,Yes,Yes,0,,,,0,,No,,,1,,Often,Sometimes,,,,Canada,25.0,Yes,,,2020
1,,Don't Know,I don't know,0,,,,0,No,"Yes, I observed",,,5,,Rarely,Often,,,,Canada,25.0,Yes,,,2020
1,,No,No,0,,,,1,No,"Yes, I experienced",,,1,,Rarely,Rarely,,,,United States of America,5.0,Maybe,,,2020
1,,Yes,Yes,1,,,,1,Yes,"Yes, I observed","Yes, they all did",,0,,Never,Never,,,"Yes, I was aware of all of them",Japan,1.0,Yes,,"Yes, all of my previous supervisors",2020
1,,Possibly,Yes,1,,,,1,Possibly,"Yes, I observed","Yes, they all did",,9,,Sometimes,Often,,,I was aware of some,United States of America,35.0,Yes,,Some of my previous supervisors,2020
1,,No,No,0,,,,0,No,Maybe/Not sure,,,6,,Often,Sometimes,,,,Ireland,34.0,Maybe,,,2020
1,,No,No,0,,,,0,No,No,,,8,,Rarely,Often,,,,Turkey,23.0,No,,,2020
1,,Yes,Yes,1,,,,1,Yes,Maybe/Not sure,"No, none did",,3,,Rarely,Often,,,N/A (none offered),United States of America,42.0,Maybe,,"No, none of my previous supervisors",2020
1,,Yes,Yes,1,,,,1,Possibly,Maybe/Not sure,Some did,,3,,Sometimes,Often,,,I was aware of some,United States of America,54.0,Maybe,,"No, none of my previous supervisors",2020
1,,No,Yes,1,,,,0,No,No,Some did,,8,,Not applicable to me,Not applicable to me,,,I was aware of some,Canada,40.0,Maybe,,I don't know,2020
1,,Yes,Yes,1,,,,1,Yes,"Yes, I experienced",Some did,,7,,Sometimes,Often,,,"No, I only became aware later",United States of America,36.0,Maybe,,Some of my previous supervisors,2020
1,,Yes,I don't know,1,,,,1,Yes,"Yes, I experienced",Some did,,10,,Rarely,Sometimes,,,I was aware of some,Australia,30.0,Yes,,Some of my previous supervisors,2020
1,,Yes,Yes,1,,,,0,Yes,"Yes, I experienced",Some did,,2,,Never,Rarely,,,I was aware of some,Mongolia,22.0,Yes,,Some of my previous supervisors,2020
1,,Yes,Yes,1,,,,1,Yes,No,I don't know,,8,,Sometimes,Often,,,N/A (none offered),United States of America,21.0,Yes,,Some of my previous supervisors,2020
1,,Yes,Yes,1,,,,1,Yes,No,Some did,,7,,Never,Never,,,"Yes, I was aware of all of them",United States of America,46.0,Maybe,,"No, none of my previous supervisors",2020
1,,No,No,1,,,,1,Yes,"Yes, I observed",I don't know,,6,,Not applicable to me,Not applicable to me,,,N/A (none offered),United Kingdom,63.0,Yes,,Some of my previous supervisors,2020
1,,Yes,No,0,,,,0,Don't Know,"Yes, I observed",,,2,,Sometimes,Often,,,,Cameroon,20.0,Yes,,,2020
1,,No,No,1,,,,1,Yes,No,Some did,,4,,Rarely,Rarely,,,I was aware of some,Pakistan,24.0,Maybe,,"Yes, all of my previous supervisors",2020
1,,Don't Know,I don't know,0,,,,0,Possibly,I've always been self-employed,,,5,,Sometimes,Not applicable to me,,,,Brazil,44.0,No,,,2020
1,,Possibly,I don't know,1,,,,1,Yes,"Yes, I observed","No, none did",,5,,Often,Often,,,"No, I only became aware later",India,35.0,No,,Some of my previous supervisors,2020
1,,No,No,1,,,,0,No,Maybe/Not sure,"Yes, they all did",,5,,Not applicable to me,Not applicable to me,,,I was aware of some,Australia,30.0,Maybe,,Some of my previous supervisors,2020
1,,Possibly,I don't know,1,,,,1,Yes,Maybe/Not sure,Some did,,10,,Rarely,Often,,,I was aware of some,Russia,23.0,No,,Some of my previous supervisors,2020
0,Yes,Possibly,Yes,1,No,Yes,Yes,0,Possibly,"Yes, I observed",Some did,More than 1000,3,Very easy,Sometimes,Sometimes,0.0,I don't know,N/A (was not aware),United States of America,26.0,Yes,Yes,"No, none of my previous supervisors",2020
0,I don't know,Don't Know,No,1,No,Yes,No,0,No,No,"No, none did",500-1000,7,Somewhat easy,Never,Never,1.0,I don't know,N/A (none offered),India,32.0,No,Maybe,"No, none of my previous supervisors",2020
0,No,Possibly,I don't know,1,No,No,I don't know,0,No,Maybe/Not sure,Some did,6-25,0,Very easy,Rarely,Sometimes,1.0,I don't know,I was aware of some,United States of America,34.0,No,No,"No, none of my previous supervisors",2020
0,I don't know,Yes,Yes,1,Yes,I don't know,Yes,1,Yes,No,Some did,26-100,9,Somewhat easy,Sometimes,Often,1.0,I don't know,I was aware of some,United States of America,44.0,Maybe,Yes,Some of my previous supervisors,2020
0,No,Possibly,No,1,No,Yes,No,1,No,No,"No, none did",500-1000,7,Difficult,Often,Often,1.0,Yes,N/A (was not aware),India,33.0,Maybe,No,Some of my previous supervisors,2020
0,Yes,Yes,I don't know,1,No,Yes,Yes,1,No,"Yes, I experienced","No, none did",More than 1000,8,Neither easy nor difficult,Sometimes,Often,1.0,Yes,N/A (was not aware),Philippines,38.0,Yes,Maybe,Some of my previous supervisors,2020
0,No,Yes,No,0,No,No,I don't know,0,No,Maybe/Not sure,,More than 1000,1,Somewhat difficult,Rarely,Rarely,0.0,Yes,,United States of America,45.0,Yes,Yes,,2020
0,Yes,No,No,0,Yes,Yes,Yes,0,No,No,,More than 1000,9,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,,India,27.0,Maybe,Maybe,,2020
0,I don't know,Don't Know,I don't know,0,No,No,I don't know,0,Don't Know,No,,26-100,5,Somewhat easy,Not applicable to me,Never,1.0,Yes,,Sri Lanka,21.0,Maybe,Maybe,,2020
0,No,Possibly,No,0,No,No,I don't know,0,No,Maybe/Not sure,,More than 1000,5,Neither easy nor difficult,Not applicable to me,Not applicable to me,1.0,I don't know,,United States of America,30.0,Yes,No,,2020
0,No,No,No,1,No,No,I don't know,0,No,No,"No, none did",More than 1000,5,Somewhat difficult,Often,Often,0.0,Yes,"No, I only became aware later",India,44.0,Maybe,Yes,"No, none of my previous supervisors",2020
0,Yes,Possibly,No,0,Yes,Yes,Yes,0,No,Maybe/Not sure,,More than 1000,4,Somewhat easy,Often,Often,0.0,I don't know,,Brazil,32.0,Maybe,No,,2020
0,Yes,No,No,0,No,Yes,Yes,0,No,"Yes, I experienced",,More than 1000,2,Difficult,Rarely,Often,1.0,Yes,,India,39.0,Maybe,No,,2020
0,No,Yes,I don't know,1,Yes,No,No,1,Yes,Maybe/Not sure,"No, none did",100-500,6,I don't know,Often,Often,0.0,I don't know,N/A (was not aware),Poland,27.0,No,No,"No, none of my previous supervisors",2020
0,Yes,Yes,I don't know,1,Yes,Yes,Yes,1,Yes,"Yes, I experienced","No, none did",More than 1000,9,Somewhat easy,Sometimes,Often,1.0,I don't know,N/A (none offered),United States of America,34.0,Yes,Yes,Some of my previous supervisors,2020
0,No,No,No,0,No,No,No,0,No,No,,26-100,10,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,,Taiwan,30.0,Maybe,No,,2020
0,No,Possibly,I don't know,1,,No,No,1,Possibly,"Yes, I observed",Some did,26-100,10,Difficult,Sometimes,Often,1.0,I don't know,N/A (was not aware),Australia,24.0,No,No,"Yes, all of my previous supervisors",2020
0,No,No,No,1,No,I don't know,Not eligible for coverage / NA,0,No,No,Some did,More than 1000,1,Difficult,Not applicable to me,Not applicable to me,1.0,I don't know,"No, I only became aware later",India,50.0,No,No,"No, none of my previous supervisors",2020
0,Yes,No,No,1,Yes,Yes,Yes,0,No,No,I don't know,More than 1000,7,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),United States of America,27.0,Maybe,Yes,Some of my previous supervisors,2020
0,Yes,Possibly,Yes,1,No,I don't know,Yes,1,Yes,No,"No, none did",100-500,8,Somewhat easy,Rarely,Often,1.0,Yes,N/A (none offered),United Kingdom,28.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,No,No,0,No,No,I don't know,0,No,No,,More than 1000,7,Difficult,Not applicable to me,Not applicable to me,1.0,I don't know,,India,27.0,No,No,,2020
0,No,Yes,Yes,1,No,No,I don't know,1,Yes,No,"No, none did",500-1000,10,Difficult,Never,Sometimes,1.0,Yes,N/A (was not aware),United States of America,34.0,Yes,Maybe,Some of my previous supervisors,2020
0,No,Don't Know,I don't know,0,No,No,No,0,Don't Know,"Yes, I experienced",,100-500,6,Neither easy nor difficult,Sometimes,Sometimes,1.0,I don't know,,India,42.0,Yes,No,,2020
0,Yes,Yes,No,0,Yes,Yes,Yes,0,,Maybe/Not sure,,500-1000,5,Somewhat easy,Sometimes,Sometimes,1.0,No,,Indonesia,22.0,Yes,Maybe,,2020
0,No,Possibly,No,1,No,No,No,0,No,"Yes, I experienced","No, none did",100-500,0,Difficult,Sometimes,Often,1.0,No,N/A (was not aware),India,28.0,Maybe,No,"No, none of my previous supervisors",2020
0,Yes,No,No,0,Yes,Yes,Yes,0,No,No,,26-100,5,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,,United States of America,36.0,Yes,Yes,,2020
0,Yes,Possibly,No,1,Yes,No,No,0,No,Maybe/Not sure,"No, none did",More than 1000,5,Somewhat easy,Sometimes,Often,0.0,I don't know,N/A (none offered),India,41.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,Yes,Yes,0,Yes,No,Yes,1,Yes,Maybe/Not sure,,6-25,9,Somewhat difficult,Sometimes,Often,1.0,I don't know,,United States of America,30.0,Yes,Maybe,,2020
0,Yes,Don't Know,I don't know,1,No,Yes,I don't know,0,Don't Know,No,"No, none did",100-500,5,Somewhat easy,Not applicable to me,Not applicable to me,0.0,Yes,N/A (was not aware),Australia,34.0,No,Maybe,"No, none of my previous supervisors",2020
0,Yes,Possibly,No,1,No,No,I don't know,0,Possibly,Maybe/Not sure,Some did,More than 1000,10,Somewhat easy,Sometimes,Often,0.0,I don't know,I was aware of some,Germany,23.0,No,No,I don't know,2020
0,No,Don't Know,No,1,,No,No,0,Yes,Maybe/Not sure,"No, none did",More than 1000,8,Somewhat difficult,Not applicable to me,Not applicable to me,0.0,I don't know,N/A (was not aware),Brazil,29.0,No,Maybe,"No, none of my previous supervisors",2020
0,No,No,No,1,Yes,Yes,Yes,1,Yes,No,"Yes, they all did",500-1000,8,Somewhat easy,Never,Sometimes,0.0,Yes,"Yes, I was aware of all of them",United States of America,58.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,Don't Know,No,1,No,No,I don't know,0,No,Maybe/Not sure,"No, none did",100-500,8,I don't know,Not applicable to me,Not applicable to me,0.0,I don't know,N/A (none offered),Netherlands,40.0,Yes,Maybe,"No, none of my previous supervisors",2020
0,No,Yes,Yes,1,No,No,Not eligible for coverage / NA,1,Yes,"Yes, I experienced","No, none did",100-500,8,Difficult,Often,Often,1.0,I don't know,N/A (none offered),Chile,32.0,Yes,No,Some of my previous supervisors,2020
0,I don't know,Possibly,Yes,1,No,I don't know,I don't know,0,Possibly,"Yes, I observed",I don't know,100-500,3,Neither easy nor difficult,Not applicable to me,Often,1.0,I don't know,N/A (was not aware),Portugal,30.0,Maybe,Maybe,"Yes, all of my previous supervisors",2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,"No, none did",500-1000,8,Somewhat easy,Never,Never,0.0,I don't know,N/A (was not aware),United States of America,33.0,No,Yes,"No, none of my previous supervisors",2020
0,No,No,No,1,No,Yes,I don't know,1,Possibly,Maybe/Not sure,Some did,26-100,9,Somewhat difficult,Not applicable to me,Not applicable to me,0.0,Yes,I was aware of some,Netherlands,22.0,Maybe,Yes,Some of my previous supervisors,2020
0,I don't know,Possibly,No,0,No,Yes,Yes,1,Possibly,No,,More than 1000,3,Very easy,Rarely,Rarely,1.0,Yes,,United States of America,30.0,No,Maybe,,2020
0,No,Yes,Yes,1,,No,No,1,Yes,"Yes, I experienced","No, none did",6-25,10,Difficult,Rarely,Sometimes,1.0,No,N/A (none offered),South Africa,34.0,Yes,No,"Yes, all of my previous supervisors",2020
0,Yes,Possibly,I don't know,1,No,Yes,Yes,1,Don't Know,Maybe/Not sure,Some did,6-25,7,Neither easy nor difficult,Not applicable to me,Not applicable to me,0.0,I don't know,N/A (was not aware),United States of America,44.0,No,Yes,Some of my previous supervisors,2020
0,No,Yes,I don't know,1,Yes,I don't know,Yes,1,Yes,"Yes, I observed",Some did,26-100,10,Very easy,Rarely,Often,1.0,I don't know,"Yes, I was aware of all of them",United States of America,30.0,Yes,Maybe,"No, none of my previous supervisors",2020
0,Yes,Yes,I don't know,1,Yes,Yes,Yes,1,Yes,No,"Yes, they all did",100-500,9,Difficult,Often,Often,0.0,Yes,"Yes, I was aware of all of them",United States of America,39.0,No,No,Some of my previous supervisors,2020
0,No,Don't Know,No,1,Yes,No,Yes,0,Possibly,No,"No, none did",500-1000,5,Somewhat difficult,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (none offered),India,48.0,No,Maybe,"No, none of my previous supervisors",2020
0,No,Possibly,Yes,1,No,No,I don't know,1,Yes,Maybe/Not sure,Some did,26-100,2,Difficult,Not applicable to me,Sometimes,0.0,I don't know,N/A (was not aware),United States of America,26.0,No,No,"No, none of my previous supervisors",2020
0,No,Possibly,Yes,0,Yes,Yes,I don't know,1,Possibly,No,,26-100,8,Somewhat easy,Sometimes,Sometimes,0.0,Yes,,Germany,28.0,No,Maybe,,2020
0,I don't know,Possibly,I don't know,1,No,I don't know,Yes,1,Possibly,Maybe/Not sure,I don't know,More than 1000,8,Somewhat easy,Sometimes,Often,1.0,Yes,N/A (was not aware),United States of America,36.0,Maybe,Yes,Some of my previous supervisors,2020
0,No,No,No,1,No,No,I don't know,0,No,Maybe/Not sure,I don't know,6-25,5,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Canada,37.0,No,Maybe,I don't know,2020
0,No,Yes,Yes,1,Yes,I don't know,Yes,1,Yes,Maybe/Not sure,Some did,More than 1000,9,Somewhat difficult,Often,Often,1.0,I don't know,I was aware of some,United States of America,42.0,No,Maybe,"No, none of my previous supervisors",2020
0,No,Don't Know,Yes,1,Yes,No,Yes,1,Don't Know,"Yes, I observed",Some did,More than 1000,5,I don't know,Not applicable to me,Sometimes,1.0,I don't know,I was aware of some,Brazil,31.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,No,I don't know,0,,I don't know,I don't know,0,No,No,,More than 1000,7,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,,Spain,22.0,No,Yes,,2020
0,No,Yes,Yes,1,No,No,I don't know,1,Yes,No,I don't know,100-500,9,Very easy,Rarely,Sometimes,1.0,No,N/A (was not aware),Spain,40.0,Yes,No,"No, none of my previous supervisors",2020
0,Yes,No,No,1,Yes,Yes,Yes,0,No,No,Some did,More than 1000,6,Neither easy nor difficult,Not applicable to me,Not applicable to me,1.0,Yes,I was aware of some,United States of America,50.0,Maybe,No,"No, none of my previous supervisors",2020
0,Yes,No,No,0,No,I don't know,I don't know,0,No,No,,More than 1000,8,Difficult,Not applicable to me,Not applicable to me,1.0,I don't know,,India,31.0,Maybe,Maybe,,2020
0,Yes,Yes,Yes,0,Yes,Yes,Yes,1,Yes,Maybe/Not sure,,More than 1000,8,Somewhat easy,Rarely,Often,1.0,Yes,,Canada,29.0,No,Yes,,2020
0,No,Possibly,No,1,No,No,No,0,Don't Know,No,"No, none did",100-500,4,Somewhat difficult,Sometimes,Sometimes,0.0,I don't know,N/A (none offered),India,40.0,Yes,No,"No, none of my previous supervisors",2020
0,No,Possibly,No,1,No,No,No,0,No,Maybe/Not sure,"No, none did",More than 1000,4,Somewhat difficult,Sometimes,Often,0.0,I don't know,"No, I only became aware later",Canada,33.0,No,Maybe,"No, none of my previous supervisors",2020
0,I don't know,No,No,1,No,No,I don't know,0,No,"Yes, I observed",I don't know,26-100,4,Somewhat easy,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Sweden,29.0,Yes,No,"No, none of my previous supervisors",2020
0,Yes,No,No,0,No,Yes,I don't know,0,No,No,,More than 1000,6,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,,United States of America,27.0,Yes,Maybe,,2020
0,Yes,Yes,Yes,1,Yes,I don't know,Yes,1,Yes,"Yes, I observed","Yes, they all did",More than 1000,7,Somewhat easy,Rarely,Often,1.0,Yes,"Yes, I was aware of all of them",United States of America,36.0,Yes,Maybe,"Yes, all of my previous supervisors",2020
0,Yes,Possibly,No,1,Yes,Yes,Yes,0,No,Maybe/Not sure,I don't know,More than 1000,5,I don't know,Not applicable to me,Sometimes,0.0,I don't know,I was aware of some,United States of America,33.0,Maybe,Maybe,I don't know,2020
0,No,Possibly,Yes,1,,No,I don't know,0,Don't Know,"Yes, I observed",I don't know,6-25,8,Somewhat easy,Rarely,Often,1.0,I don't know,N/A (was not aware),Sweden,40.0,Maybe,No,Some of my previous supervisors,2020
0,Yes,No,Yes,1,Yes,Yes,Yes,0,No,Maybe/Not sure,I don't know,26-100,7,I don't know,Not applicable to me,Not applicable to me,1.0,Yes,N/A (was not aware),Canada,42.0,Maybe,Yes,"No, none of my previous supervisors",2020
0,No,Possibly,Yes,1,No,I don't know,I don't know,1,Yes,No,Some did,500-1000,8,I don't know,Often,Often,1.0,I don't know,I was aware of some,United Kingdom,31.0,Maybe,Maybe,Some of my previous supervisors,2020
0,Yes,Possibly,No,1,Yes,Yes,Yes,0,Don't Know,Maybe/Not sure,I don't know,More than 1000,8,Somewhat easy,Not applicable to me,Sometimes,0.0,I don't know,N/A (was not aware),Mongolia,35.0,Yes,Yes,I don't know,2020
0,Yes,Possibly,I don't know,1,Yes,Yes,Yes,1,Yes,No,Some did,More than 1000,5,Somewhat easy,Sometimes,Often,0.0,Yes,I was aware of some,United States of America,46.0,Maybe,Maybe,Some of my previous supervisors,2020
0,Yes,Yes,Yes,1,Yes,I don't know,Yes,1,Yes,"Yes, I experienced","Yes, they all did",100-500,9,Somewhat easy,Rarely,Often,1.0,I don't know,I was aware of some,United States of America,54.0,No,Yes,Some of my previous supervisors,2020
0,No,No,No,0,No,No,I don't know,0,No,No,,500-1000,8,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,,India,33.0,Yes,Maybe,,2020
0,No,No,I don't know,1,No,No,No,0,No,"Yes, I observed","No, none did",100-500,8,Difficult,Not applicable to me,Not applicable to me,1.0,No,N/A (was not aware),India,40.0,Maybe,No,Some of my previous supervisors,2020
0,Yes,Don't Know,No,0,No,Yes,I don't know,0,No,No,,100-500,8,Neither easy nor difficult,Not applicable to me,Not applicable to me,0.0,Yes,,Serbia,23.0,No,Yes,,2020
0,No,Possibly,Yes,1,No,No,I don't know,0,Yes,"Yes, I observed",Some did,500-1000,5,Neither easy nor difficult,Not applicable to me,Often,1.0,I don't know,N/A (was not aware),United States of America,32.0,No,Maybe,Some of my previous supervisors,2020
0,Yes,Possibly,Yes,1,Yes,Yes,Yes,1,Yes,Maybe/Not sure,"Yes, they all did",More than 1000,7,Difficult,Rarely,Often,1.0,Yes,"Yes, I was aware of all of them",United States of America,26.0,Maybe,No,"No, none of my previous supervisors",2020
0,Yes,No,No,0,No,No,Yes,0,No,No,,More than 1000,9,Somewhat easy,Not applicable to me,Never,0.0,Yes,,Germany,30.0,Yes,Yes,,2020
0,Yes,No,No,1,,I don't know,No,0,No,No,"No, none did",More than 1000,7,Very easy,Often,Sometimes,1.0,I don't know,N/A (none offered),India,30.0,Maybe,Maybe,"No, none of my previous supervisors",2020
0,Yes,Yes,No,1,No,No,Yes,1,Yes,Maybe/Not sure,I don't know,26-100,4,Somewhat easy,Sometimes,Often,1.0,Yes,N/A (was not aware),United States of America,44.0,Maybe,Maybe,Some of my previous supervisors,2020
0,I don't know,No,No,1,No,I don't know,Not eligible for coverage / NA,1,Yes,"Yes, I observed",Some did,100-500,10,Somewhat difficult,Not applicable to me,Not applicable to me,1.0,I don't know,I was aware of some,United States of America,37.0,Maybe,No,Some of my previous supervisors,2020
0,No,Don't Know,No,1,No,No,I don't know,0,No,No,"No, none did",More than 1000,4,Somewhat easy,Rarely,Rarely,1.0,No,N/A (none offered),India,37.0,No,Yes,"No, none of my previous supervisors",2020
0,Yes,Don't Know,No,1,No,No,Yes,0,No,"Yes, I observed","No, none did",500-1000,7,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,"No, I only became aware later",Brazil,29.0,Yes,No,"No, none of my previous supervisors",2020
0,No,No,I don't know,1,No,No,Yes,1,Yes,No,Some did,26-100,6,Very easy,Never,Sometimes,1.0,I don't know,N/A (was not aware),United States of America,39.0,Maybe,Yes,"No, none of my previous supervisors",2020
0,No,Yes,No,1,,I don't know,I don't know,1,Yes,No,I don't know,6-25,8,Very easy,Sometimes,Often,1.0,I don't know,N/A (was not aware),Spain,20.0,Maybe,Maybe,"No, none of my previous supervisors",2020
0,No,Don't Know,No,1,No,I don't know,I don't know,0,Possibly,"Yes, I observed",Some did,100-500,7,Neither easy nor difficult,Not applicable to me,Not applicable to me,1.0,I don't know,I was aware of some,United States of America,44.0,Yes,No,Some of my previous supervisors,2020
0,No,Don't Know,No,1,Yes,No,No,0,Possibly,"Yes, I observed","No, none did",26-100,5,I don't know,Not applicable to me,Sometimes,1.0,No,N/A (was not aware),Egypt,23.0,Maybe,No,"No, none of my previous supervisors",2020
