Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you live in?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,Unknown,No,No,1,No,Unknown,Not eligible for coverage / NA,1,Yes,Yes,Partial,100-500,10,2.0,0,0,1.0,Unknown,Partial,United States of America,United States of America,37.0,Maybe,No,Some,2020
0,No,Unknown,No,1,No,No,Unknown,0,No,No,No,More than 1000,4,4.0,2,2,1.0,No,NA,India,India,37.0,No,Yes,No,2020
0,Yes,Unknown,No,1,No,No,Yes,0,No,Yes,No,500-1000,7,0.0,0,0,1.0,Unknown,No,Brazil,Brazil,29.0,Yes,No,No,2020
0,No,No,Unknown,1,No,No,Yes,1,Yes,No,Partial,26-100,6,5.0,1,3,1.0,Unknown,NA,United States of America,United States of America,39.0,Maybe,Yes,No,2020
0,No,Yes,No,1,,Unknown,Unknown,1,Yes,No,Unknown,6-25,8,5.0,3,4,1.0,Unknown,NA,Spain,Spain,20.0,Maybe,Maybe,No,2020
0,No,Unknown,No,1,No,Unknown,Unknown,0,Maybe,Yes,Partial,100-500,7,3.0,0,0,1.0,Unknown,Partial,United States of America,United States of America,44.0,Yes,No,Some,2020
0,No,Unknown,No,1,Yes,No,No,0,Maybe,Yes,No,26-100,5,0.0,0,3,1.0,No,NA,Egypt,Egypt,23.0,Maybe,No,No,2020
0,Yes,No,Yes,0,No,Yes,Yes,0,No,No,Unknown,More than 1000,10,5.0,0,0,1.0,Yes,Unknown,United States of America,United States of America,22.0,Yes,Yes,Unknown,2020
0,No,No,No,0,No,Yes,Unknown,0,No,No,Unknown,More than 1000,0,0.0,0,0,1.0,Unknown,Unknown,United States of America,United States of America,31.0,No,No,Unknown,2020
0,Yes,Yes,Unknown,1,Yes,Yes,Yes,1,Yes,No,Partial,26-100,9,3.0,3,4,0.0,Yes,Partial,United States of America,United States of America,59.0,Maybe,Maybe,No,2020
0,Yes,No,No,1,,Yes,No,0,No,No,Yes,More than 1000,10,2.0,0,0,0.0,Yes,Partial,India,United States of America,30.0,Maybe,No,No,2020
0,Yes,Yes,Yes,1,Yes,No,Yes,1,Yes,Yes,Yes,26-100,10,4.0,2,4,0.0,Yes,Yes,United States of America,United States of America,48.0,Yes,Yes,Some,2020
0,Unknown,Unknown,No,1,No,Unknown,Unknown,1,Maybe,Yes,No,More than 1000,2,2.0,3,3,1.0,Yes,No,India,India,30.0,No,No,No,2020
0,No,No,No,1,Yes,No,Yes,0,No,No,No,More than 1000,0,3.0,0,0,1.0,Yes,NA,Germany,Germany,23.0,No,No,No,2020
0,No,No,No,0,No,No,Yes,0,No,No,Unknown,500-1000,5,4.0,0,0,0.0,Yes,Unknown,United States of America,United States of America,27.0,No,No,Unknown,2020
0,No,Maybe,Yes,1,No,No,Unknown,1,Yes,Yes,No,26-100,2,2.0,3,4,1.0,Unknown,NA,United States of America,United States of America,53.0,No,No,No,2020
0,No,No,No,1,,Unknown,Unknown,0,No,Maybe,Partial,500-1000,3,4.0,0,0,0.0,Unknown,Partial,United States of America,United States of America,62.0,Maybe,Maybe,Some,2020
0,No,Maybe,Yes,1,Yes,Unknown,Yes,1,Maybe,Yes,Partial,More than 1000,9,1.0,4,4,1.0,Unknown,Partial,United States of America,United States of America,32.0,Maybe,Maybe,Some,2020
0,No,No,No,1,No,No,No,1,Yes,No,No,More than 1000,5,0.0,0,0,1.0,Unknown,NA,India,India,34.0,Maybe,Maybe,Some,2020
0,No,Maybe,Yes,1,No,No,Unknown,0,Maybe,No,Partial,More than 1000,5,4.0,2,4,0.0,Unknown,Partial,India,India,29.0,Maybe,No,No,2020
0,Unknown,Unknown,No,1,,Unknown,Unknown,0,No,No,Partial,More than 1000,8,3.0,0,0,0.0,Unknown,Partial,India,India,32.0,Maybe,Yes,No,2020
0,No,Unknown,No,1,No,No,No,0,Maybe,No,Partial,500-1000,6,4.0,0,0,0.0,Yes,Yes,Brazil,Brazil,46.0,Yes,Yes,Some,2020
0,No,Yes,Yes,1,,No,No,1,Yes,Maybe,No,More than 1000,10,5.0,2,4,1.0,No,NA,Netherlands,Netherlands,42.0,Yes,Yes,Some,2020
0,No,Maybe,Unknown,1,,No,No,1,Yes,Yes,No,26-100,9,2.0,0,4,1.0,No,NA,Ukraine,Finland,32.0,Maybe,No,No,2020
0,No,Yes,Yes,1,Yes,Unknown,Unknown,1,Yes,Maybe,Unknown,More than 1000,10,5.0,2,3,0.0,Unknown,NA,Iceland,Iceland,28.0,Maybe,Yes,Unknown,2020
0,Yes,Yes,Yes,1,,Unknown,No,1,Yes,No,Unknown,6-25,10,5.0,3,4,1.0,Yes,NA,United States of America,United States of America,45.0,Yes,Yes,No,2020
0,No,No,No,1,,Unknown,No,1,Maybe,Maybe,No,26-100,8,4.0,0,0,1.0,Yes,NA,Spain,Spain,29.0,No,Maybe,Some,2020
0,Yes,Maybe,No,0,Yes,No,Yes,1,Maybe,Maybe,Unknown,More than 1000,1,0.0,3,4,0.0,Unknown,Unknown,Colombia,Colombia,27.0,No,No,Unknown,2020
0,No,Maybe,No,1,,No,No,1,No,No,No,6-25,10,5.0,2,3,1.0,Unknown,NA,Netherlands,Netherlands,47.0,No,Yes,Yes,2020
0,Yes,Unknown,Unknown,1,No,Yes,Unknown,0,No,Yes,Unknown,100-500,10,5.0,0,0,1.0,Unknown,NA,Philippines,Philippines,24.0,Yes,Maybe,No,2020
0,No,Yes,Yes,1,Yes,Yes,Yes,1,Unknown,Yes,Yes,More than 1000,7,0.0,4,4,0.0,Unknown,Partial,United States of America,United States of America,32.0,Yes,No,Some,2020
0,Yes,No,Unknown,1,Yes,No,Yes,0,Maybe,No,Partial,100-500,8,4.0,0,0,0.0,Unknown,No,United States of America,United States of America,26.0,Yes,No,Some,2020
0,No,Yes,Yes,1,,No,No,1,Yes,Yes,No,100-500,9,5.0,2,4,0.0,Yes,NA,Germany,Germany,34.0,No,Yes,Some,2020
0,No,No,Unknown,1,No,No,Yes,0,No,Yes,Partial,26-100,7,4.0,0,0,1.0,Unknown,Partial,United States of America,United States of America,45.0,Yes,Yes,Some,2020
0,Yes,No,No,0,Yes,Yes,Yes,0,No,No,Unknown,More than 1000,5,0.0,0,0,1.0,Yes,Unknown,United States of America,United States of America,21.0,Yes,Maybe,Unknown,2020
0,No,No,No,0,No,No,No,0,No,No,Unknown,100-500,1,1.0,0,0,0.0,Unknown,Unknown,India,India,44.0,Yes,No,Unknown,2020
0,Unknown,Maybe,No,0,No,Yes,Unknown,0,Maybe,Maybe,Unknown,More than 1000,8,3.0,2,2,1.0,Unknown,Unknown,India,India,47.0,Maybe,No,Unknown,2020
0,No,Maybe,Yes,1,No,No,Not eligible for coverage / NA,0,Unknown,No,No,More than 1000,7,4.0,2,2,1.0,Unknown,NA,Brazil,Brazil,40.0,Maybe,Maybe,Some,2020
0,Unknown,Unknown,No,0,No,Unknown,Unknown,0,No,No,Unknown,100-500,7,4.0,3,4,0.0,Unknown,Unknown,Malaysia,Malaysia,25.0,Maybe,No,Unknown,2020
0,Yes,Maybe,Yes,1,Yes,Unknown,Yes,1,Maybe,Maybe,Unknown,More than 1000,7,1.0,3,4,1.0,Unknown,NA,United States of America,United States of America,24.0,Maybe,Maybe,No,2020
0,Yes,No,No,1,No,Yes,Yes,0,No,No,Yes,More than 1000,5,0.0,0,0,1.0,Unknown,NA,Indonesia,Indonesia,26.0,Yes,Maybe,Unknown,2020
0,No,Maybe,Unknown,1,,No,No,0,Maybe,Maybe,No,6-25,8,1.0,0,0,1.0,No,NA,South Africa,South Africa,31.0,No,No,No,2020
0,Yes,Maybe,No,1,,No,No,0,No,No,No,500-1000,4,2.0,2,2,1.0,Unknown,Yes,Poland,Poland,26.0,No,No,No,2020
0,Yes,No,No,1,No,Yes,Unknown,0,No,No,No,More than 1000,6,3.0,3,3,0.0,Yes,No,India,India,32.0,Yes,No,No,2020
0,Yes,Yes,No,0,No,Yes,Unknown,0,Maybe,Maybe,Unknown,More than 1000,6,2.0,2,4,0.0,Unknown,Unknown,India,India,33.0,No,No,Unknown,2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,500-1000,9,4.0,3,4,0.0,Yes,Yes,United States of America,United States of America,42.0,Maybe,Maybe,Some,2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,No,100-500,6,4.0,3,4,1.0,Yes,NA,United Kingdom,United Kingdom,46.0,No,Yes,Unknown,2020
0,Yes,Yes,No,1,No,No,Yes,1,Yes,Yes,Yes,More than 1000,1,0.0,2,2,1.0,Unknown,No,United States of America,United States of America,30.0,Maybe,Maybe,Some,2020
0,Yes,No,Unknown,0,No,Yes,No,1,Yes,Maybe,Unknown,More than 1000,5,3.0,3,0,1.0,Unknown,Unknown,India,India,24.0,No,No,Unknown,2020
0,No,Maybe,No,1,No,No,Unknown,0,Maybe,Maybe,No,26-100,4,2.0,2,4,0.0,Unknown,NA,India,India,42.0,Maybe,Maybe,Some,2020
0,No,No,No,0,No,Unknown,Unknown,0,No,No,Unknown,More than 1000,5,3.0,0,0,0.0,Unknown,Unknown,India,India,28.0,Maybe,No,Unknown,2020
0,Yes,No,No,1,Yes,Yes,Yes,0,No,Maybe,Yes,More than 1000,3,5.0,0,0,1.0,Yes,Yes,United States of America,United States of America,27.0,No,No,No,2020
0,Yes,Maybe,No,1,No,Yes,Yes,0,Maybe,Maybe,Partial,More than 1000,2,5.0,2,2,0.0,Yes,Partial,United States of America,United States of America,62.0,Maybe,Yes,Some,2020
0,No,No,No,1,No,No,No,1,Unknown,Yes,No,More than 1000,8,1.0,0,0,0.0,Unknown,NA,Turkey,Turkey,34.0,Maybe,No,Some,2020
0,Yes,Yes,No,0,No,No,Unknown,1,Yes,No,Unknown,500-1000,8,5.0,2,4,1.0,Yes,Unknown,Spain,Spain,38.0,Yes,Yes,Unknown,2020
0,Yes,Yes,Yes,1,,Yes,Not eligible for coverage / NA,1,Yes,No,Unknown,26-100,10,5.0,3,4,1.0,Yes,Partial,Spain,Spain,42.0,Maybe,Yes,Some,2020
0,Yes,Maybe,No,1,No,Yes,Unknown,0,Maybe,No,Partial,More than 1000,5,5.0,0,0,1.0,Yes,Partial,United States of America,United States of America,35.0,No,Maybe,No,2020
0,Yes,Maybe,No,1,Yes,Yes,Yes,1,Yes,Maybe,Unknown,More than 1000,8,4.0,2,3,0.0,Yes,NA,United Kingdom,United Kingdom,32.0,Yes,Yes,Some,2020
0,No,No,No,0,No,No,No,0,Maybe,No,Unknown,26-100,6,2.0,2,4,1.0,Unknown,Unknown,United States of America,United States of America,32.0,Yes,No,Unknown,2020
0,No,No,No,1,No,No,No,0,No,Maybe,No,26-100,0,4.0,1,1,1.0,No,Yes,Sri Lanka,Sri Lanka,25.0,Maybe,Yes,Some,2020
0,Yes,Maybe,No,1,,Unknown,No,0,Maybe,No,No,More than 1000,3,5.0,0,2,0.0,Unknown,NA,Australia,Australia,52.0,No,Yes,Some,2020
0,No,Yes,Unknown,0,No,No,No,0,Unknown,No,Unknown,More than 1000,7,1.0,0,1,0.0,No,Unknown,France,France,24.0,Maybe,Yes,Unknown,2020
0,No,No,Yes,1,Yes,No,Unknown,1,Yes,Yes,Partial,1-5,1,3.0,3,3,1.0,Yes,No,Bangladesh,Bangladesh,24.0,Yes,No,Some,2020
0,Yes,No,Yes,1,Yes,Yes,Yes,1,Maybe,Yes,Unknown,More than 1000,7,0.0,0,0,1.0,Unknown,Partial,United States of America,United States of America,48.0,No,Yes,Some,2020
0,Yes,Yes,Unknown,1,Yes,Yes,Yes,1,Yes,Yes,No,26-100,7,0.0,1,3,0.0,Yes,No,Canada,Canada,24.0,No,Maybe,Yes,2020
0,No,Unknown,Yes,1,No,No,Unknown,1,Yes,Maybe,Partial,More than 1000,10,2.0,3,3,1.0,Unknown,Partial,Canada,Canada,32.0,Yes,Maybe,No,2020
0,No,No,Unknown,1,No,Unknown,Yes,0,No,Maybe,Unknown,More than 1000,7,0.0,0,0,1.0,Unknown,NA,Ireland,Ireland,21.0,Maybe,No,No,2020
0,No,Yes,Unknown,1,No,No,Yes,1,Yes,Yes,No,100-500,1,1.0,3,4,0.0,Yes,NA,United States of America,United States of America,34.0,No,Maybe,No,2020
0,No,No,Unknown,1,Yes,Unknown,Yes,0,Unknown,No,Partial,More than 1000,8,4.0,0,0,0.0,Unknown,Partial,Canada,Canada,25.0,Yes,Maybe,No,2020
0,Yes,Yes,Yes,1,No,Yes,Yes,1,Yes,No,Partial,26-100,9,5.0,4,4,1.0,Unknown,Partial,United States of America,United States of America,39.0,Yes,Yes,Some,2020
0,No,No,No,0,No,No,No,0,No,No,Unknown,More than 1000,5,3.0,4,0,1.0,Yes,Unknown,India,India,25.0,No,No,Unknown,2020
0,Yes,Unknown,No,1,,Yes,Unknown,0,Yes,Yes,No,More than 1000,3,0.0,3,2,0.0,No,NA,France,France,28.0,Yes,No,No,2020
0,Yes,Maybe,Yes,1,Yes,Yes,Yes,1,Maybe,No,Partial,More than 1000,8,5.0,0,0,1.0,Yes,No,United States of America,United States of America,39.0,No,Maybe,Some,2020
0,No,Unknown,Unknown,1,No,No,Unknown,0,No,Yes,Partial,500-1000,5,4.0,3,3,0.0,Unknown,No,United Kingdom,United Kingdom,20.0,Yes,No,No,2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,No,26-100,3,1.0,3,4,1.0,No,NA,United Kingdom,United Kingdom,40.0,Yes,No,Some,2020
0,Unknown,No,No,1,No,Unknown,Unknown,0,No,Yes,No,More than 1000,3,4.0,4,4,1.0,Unknown,NA,India,India,31.0,Maybe,No,No,2020
0,No,No,No,0,No,No,No,0,No,No,Unknown,More than 1000,9,2.0,3,4,0.0,No,Unknown,United States of America,United States of America,53.0,No,No,Unknown,2020
0,Yes,Maybe,No,1,Yes,Yes,Yes,0,Unknown,Yes,No,26-100,4,5.0,4,4,1.0,Unknown,NA,Philippines,Philippines,23.0,Maybe,Maybe,Unknown,2020
0,No,Yes,Yes,1,No,Unknown,Unknown,1,Maybe,No,Unknown,100-500,7,4.0,3,4,1.0,Unknown,NA,United States of America,United States of America,34.0,Maybe,Maybe,Yes,2020
0,Yes,Maybe,Yes,1,No,Yes,Yes,1,Maybe,Yes,Partial,500-1000,5,1.0,2,3,0.0,Yes,Partial,Canada,Canada,43.0,No,No,No,2020
0,Yes,No,No,1,,No,Not eligible for coverage / NA,0,No,Yes,No,500-1000,8,5.0,0,0,1.0,Unknown,NA,Netherlands,Netherlands,37.0,Yes,Yes,No,2020
0,No,Maybe,Unknown,1,No,Unknown,Unknown,0,Maybe,No,Partial,26-100,2,5.0,0,0,1.0,Unknown,Yes,United States of America,United States of America,28.0,Yes,Maybe,Some,2021
0,Yes,No,No,1,No,Yes,Yes,0,No,Yes,Partial,500-1000,10,0.0,0,0,1.0,Yes,Partial,Brazil,Brazil,41.0,Maybe,No,No,2021
0,No,No,No,1,Yes,Unknown,Yes,0,No,No,Yes,100-500,5,4.0,0,0,1.0,Unknown,Yes,Brazil,Brazil,35.0,Maybe,Maybe,No,2021
1,Unknown,Unknown,Yes,0,,Unknown,,0,Unknown,Maybe,Unknown,,1,0.0,3,3,,Unknown,Unknown,Italy,Italy,20.0,No,Unknown,Unknown,2021
0,Yes,No,No,1,No,Yes,Yes,1,Yes,No,Yes,More than 1000,8,1.0,2,4,0.0,Unknown,Yes,Canada,Canada,35.0,No,No,Some,2021
0,No,No,No,1,No,No,No,0,No,Maybe,Unknown,6-25,5,1.0,0,0,1.0,No,NA,United States of America,United States of America,30.0,No,No,No,2021
0,Yes,Yes,No,0,Yes,Yes,No,0,Unknown,Maybe,Unknown,More than 1000,8,4.0,3,4,1.0,Yes,Unknown,United States of America,United States of America,34.0,No,Yes,Unknown,2021
0,No,Unknown,Unknown,0,Yes,No,Yes,0,Unknown,Maybe,Unknown,More than 1000,4,5.0,0,3,0.0,Unknown,Unknown,Germany,Germany,23.0,No,Maybe,Unknown,2021
0,Yes,No,No,0,No,No,No,0,No,Yes,Unknown,More than 1000,4,2.0,0,4,1.0,No,Unknown,India,India,19.0,No,No,Unknown,2021
1,Unknown,Yes,Yes,1,,Unknown,,1,Unknown,No,Unknown,,3,0.0,3,3,,Unknown,No,Belarus,Belarus,34.0,Maybe,Unknown,Unknown,2021
0,Yes,No,No,0,No,Yes,Yes,1,No,Maybe,Unknown,More than 1000,5,5.0,4,3,0.0,Yes,Unknown,Germany,Germany,25.0,Maybe,Maybe,Unknown,2021
0,No,No,No,1,,No,No,0,No,No,No,26-100,2,3.0,3,3,1.0,Unknown,NA,India,India,29.0,No,No,No,2021
0,No,No,No,0,No,No,No,0,No,Yes,Unknown,26-100,8,2.0,0,0,0.0,No,Unknown,Germany,Germany,40.0,No,No,Unknown,2021
0,No,No,No,0,Yes,No,No,0,No,No,Unknown,100-500,10,5.0,0,0,1.0,Unknown,Unknown,Macedonia,Macedonia,26.0,Maybe,Yes,Unknown,2021
0,No,Maybe,Yes,1,No,No,No,0,No,Maybe,No,100-500,7,2.0,0,0,1.0,Unknown,NA,Macedonia,Macedonia,25.0,Maybe,No,No,2021
0,Unknown,No,No,1,,Unknown,Yes,0,No,No,No,26-100,6,5.0,0,0,1.0,Yes,NA,Macedonia,Macedonia,24.0,No,No,No,2021
0,No,Unknown,No,0,No,Yes,Unknown,0,No,Maybe,Unknown,100-500,10,4.0,0,2,0.0,Yes,Unknown,Slovenia,Slovenia,25.0,Maybe,No,Unknown,2021
0,No,No,No,0,No,No,No,0,No,Yes,Unknown,26-100,9,4.0,0,0,1.0,No,Unknown,Albania,Albania,22.0,Yes,Maybe,Unknown,2021
0,Unknown,No,No,1,No,Unknown,Unknown,0,Unknown,No,No,26-100,2,3.0,3,4,1.0,Unknown,NA,Macedonia,Macedonia,27.0,Maybe,Maybe,No,2021
0,Unknown,No,No,1,No,Yes,Unknown,0,No,Maybe,Unknown,6-25,8,4.0,0,0,0.0,Unknown,NA,Slovenia,Slovenia,25.0,Maybe,Yes,Unknown,2021
0,No,Maybe,No,1,No,Unknown,Not eligible for coverage / NA,0,Maybe,No,No,500-1000,2,1.0,3,4,1.0,Unknown,NA,Slovenia,Slovenia,25.0,Maybe,No,No,2021
0,Yes,No,No,0,No,No,No,0,Maybe,Maybe,Unknown,1-5,4,4.0,2,4,1.0,Yes,Unknown,Slovenia,Slovenia,23.0,Yes,Yes,Unknown,2021
0,No,Unknown,No,0,No,No,Unknown,0,No,No,Unknown,More than 1000,8,0.0,0,0,0.0,Unknown,Unknown,Slovenia,Slovenia,27.0,Yes,Yes,Unknown,2021
0,No,Yes,Yes,1,No,Yes,Unknown,1,Yes,No,Partial,More than 1000,2,1.0,3,4,0.0,Yes,Partial,United States of America,United States of America,33.0,Maybe,Yes,Some,2021
0,No,Maybe,No,0,No,No,Yes,0,Unknown,No,Unknown,More than 1000,5,2.0,2,3,1.0,Yes,Unknown,India,India,22.0,No,No,Unknown,2021
0,No,No,Yes,0,No,Yes,Yes,1,Yes,Maybe,Unknown,26-100,0,5.0,4,4,1.0,Yes,Unknown,Austria,Austria,45.0,Yes,Yes,Unknown,2021
0,No,No,No,1,No,No,Unknown,0,Maybe,Yes,Unknown,More than 1000,10,5.0,3,3,1.0,Unknown,NA,Macedonia,Slovenia,25.0,Yes,Yes,Some,2021
0,Yes,Maybe,No,0,No,Yes,Unknown,1,Yes,Maybe,Unknown,More than 1000,5,2.0,2,4,1.0,Yes,Unknown,India,India,22.0,No,No,Unknown,2021
0,Yes,Maybe,Yes,1,Yes,Yes,Yes,1,Maybe,Yes,Partial,500-1000,2,2.0,1,4,0.0,Yes,Partial,United States of America,United States of America,36.0,No,No,Some,2021
0,No,Yes,Yes,1,Yes,No,Yes,1,Yes,Yes,Yes,100-500,10,5.0,2,4,1.0,Unknown,Yes,United States of America,United States of America,42.0,No,Yes,No,2021
1,Unknown,No,No,1,,Unknown,,0,No,No,Partial,,5,0.0,0,0,,Unknown,Partial,India,India,39.0,No,Unknown,No,2021
0,No,Yes,Yes,1,Yes,No,Yes,1,Yes,Yes,Yes,100-500,4,1.0,2,4,0.0,Yes,Partial,United States of America,United States of America,51.0,No,No,Some,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,Yes,More than 1000,10,5.0,1,4,0.0,Yes,Yes,United States of America,United States of America,27.0,No,Maybe,Some,2021
0,No,Unknown,No,0,No,Unknown,Unknown,0,No,No,Unknown,100-500,7,0.0,0,0,0.0,Unknown,Unknown,United States of America,United States of America,19.0,Maybe,Maybe,Unknown,2021
1,Unknown,Yes,No,0,,Unknown,,0,Unknown,No,Unknown,,4,0.0,0,0,,Unknown,Unknown,India,India,34.0,Maybe,Unknown,Unknown,2021
0,Unknown,No,No,0,Yes,Yes,Yes,0,No,No,Unknown,6-25,8,3.0,0,0,0.0,Yes,Unknown,Kenya,Kenya,25.0,Yes,Yes,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Unknown,Yes,No,More than 1000,5,3.0,3,4,0.0,Unknown,NA,United States of America,United States of America,39.0,Maybe,Yes,No,2021
0,No,No,No,1,No,No,No,1,No,No,Partial,1-5,4,2.0,0,0,1.0,Yes,Yes,Australia,Australia,47.0,No,No,No,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Partial,1-5,1,5.0,1,1,0.0,Yes,No,United States of America,United States of America,34.0,Yes,Yes,Yes,2021
0,Yes,Maybe,Unknown,1,Yes,Yes,Yes,1,Maybe,No,Yes,More than 1000,4,2.0,0,4,0.0,Unknown,Partial,United States of America,United States of America,36.0,No,No,No,2021
0,No,No,Unknown,1,No,No,Unknown,0,No,Maybe,Unknown,26-100,3,2.0,0,0,1.0,Unknown,NA,Brazil,Brazil,57.0,Yes,No,No,2021
0,Unknown,Maybe,Unknown,1,No,No,No,1,Maybe,No,No,100-500,1,5.0,2,4,1.0,Unknown,NA,Brazil,Brazil,34.0,Maybe,No,Some,2021
0,No,Maybe,Yes,0,No,Unknown,No,1,Yes,Maybe,Unknown,More than 1000,7,4.0,3,4,1.0,Unknown,Unknown,Brazil,Brazil,26.0,Yes,Yes,Unknown,2021
0,No,Yes,Yes,1,Yes,No,Yes,1,Yes,No,Yes,6-25,5,4.0,3,4,0.0,Yes,Partial,United States of America,United States of America,24.0,No,Maybe,Yes,2021
0,Yes,Maybe,Unknown,1,Yes,Yes,Yes,1,Maybe,No,Yes,500-1000,5,0.0,3,4,0.0,Yes,Partial,United States of America,United States of America,26.0,Yes,Yes,Some,2021
0,No,Unknown,Unknown,0,,Unknown,Unknown,0,Unknown,No,Unknown,100-500,5,0.0,0,0,1.0,Unknown,Unknown,Sao Tome and Principe,Germany,21.0,Maybe,Maybe,Unknown,2021
1,Unknown,No,No,1,,Unknown,,0,No,No,Partial,,6,0.0,0,3,,Unknown,Partial,India,India,32.0,No,Unknown,No,2021
0,Yes,Yes,Unknown,1,No,Unknown,No,1,Unknown,No,No,500-1000,6,5.0,1,2,0.0,Unknown,NA,Brazil,Brazil,25.0,No,No,No,2021
0,Yes,No,No,0,Yes,Yes,Yes,1,No,No,Unknown,100-500,5,4.0,1,0,0.0,Yes,Unknown,Brazil,Brazil,31.0,Maybe,Yes,Unknown,2021
0,Yes,No,No,1,Yes,Yes,Yes,0,No,Maybe,Yes,More than 1000,7,5.0,0,0,0.0,Yes,Partial,India,India,28.0,No,Yes,Unknown,2021
0,No,No,Yes,1,Yes,Yes,Unknown,1,Yes,No,Unknown,More than 1000,6,0.0,3,4,1.0,Yes,Partial,United States of America,United States of America,27.0,No,Maybe,No,2021
0,Yes,Yes,Unknown,0,Yes,No,No,1,No,No,Unknown,26-100,8,4.0,3,3,1.0,Yes,Unknown,United States of America,United States of America,36.0,No,No,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,More than 1000,10,4.0,3,4,1.0,Unknown,Yes,United States of America,United States of America,40.0,Maybe,Yes,Yes,2021
0,No,No,Yes,0,No,Unknown,Unknown,0,Yes,No,Unknown,500-1000,10,5.0,0,0,1.0,Unknown,Unknown,United States of America,United States of America,27.0,Maybe,No,Unknown,2021
0,No,Unknown,Yes,1,No,No,No,0,Unknown,No,No,6-25,5,3.0,0,3,1.0,No,NA,Vietnam,Vietnam,25.0,Yes,Maybe,No,2021
0,Yes,Yes,No,1,Yes,Yes,Yes,1,No,Maybe,Partial,100-500,7,1.0,4,4,1.0,Yes,NA,United States of America,United States of America,31.0,No,No,No,2021
0,No,No,No,0,No,No,No,1,No,Yes,Unknown,100-500,1,4.0,2,1,1.0,No,Unknown,India,India,35.0,Yes,Yes,Unknown,2021
0,Yes,Unknown,No,0,No,No,Yes,0,No,No,Unknown,100-500,5,5.0,2,2,1.0,Unknown,Unknown,India,India,22.0,No,No,Unknown,2021
0,No,Yes,Yes,1,No,No,Yes,1,Yes,Yes,No,More than 1000,8,1.0,3,4,1.0,Unknown,NA,United States of America,United States of America,42.0,Yes,Yes,Yes,2021
0,Unknown,Unknown,No,0,No,No,No,0,Unknown,No,Unknown,More than 1000,0,4.0,4,3,1.0,Yes,Unknown,India,India,38.0,No,No,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,Yes,More than 1000,7,4.0,3,4,0.0,Yes,Yes,United States of America,United States of America,38.0,Maybe,No,Some,2021
0,No,Yes,Yes,1,No,No,Unknown,1,Unknown,No,No,6-25,10,0.0,3,4,1.0,Unknown,No,Brazil,Brazil,31.0,Maybe,Yes,Yes,2021
0,Yes,No,Yes,0,,Yes,Yes,1,Yes,No,Unknown,More than 1000,8,5.0,0,0,0.0,Unknown,Unknown,Germany,Germany,29.0,Maybe,Maybe,Unknown,2021
0,No,Yes,Yes,1,,No,Not eligible for coverage / NA,1,Yes,Yes,Partial,26-100,10,3.0,3,4,1.0,Unknown,Partial,United States of America,United States of America,44.0,Yes,Maybe,Some,2021
0,No,No,No,0,No,Yes,Unknown,1,No,Maybe,Unknown,6-25,4,3.0,3,4,1.0,Yes,Unknown,Indonesia,Indonesia,21.0,Maybe,No,Unknown,2021
1,Unknown,No,No,1,,Unknown,,0,Maybe,Maybe,No,,8,0.0,0,3,,Unknown,NA,India,India,63.0,Yes,Unknown,Yes,2021
0,Yes,Maybe,Unknown,1,No,Yes,No,0,Maybe,Maybe,Unknown,More than 1000,7,4.0,3,3,0.0,Yes,NA,Switzerland,Switzerland,30.0,No,Yes,Unknown,2021
0,Yes,No,Yes,1,Yes,Yes,Yes,0,No,No,No,500-1000,8,3.0,0,0,0.0,Unknown,NA,United States of America,United States of America,33.0,Yes,Maybe,Some,2021
